"Marca","Tamanho do Motor","Preço Médio BRL","Combustível","Idade"
"GM - Chevrolet",1.8,20591,"Gasoline",18
"Ford",3.2,147246,"Diesel",7
"GM - Chevrolet",2.2,15108,"Gasoline",24
"VW - VolksWagen",2,25246,"Gasoline",16
"Fiat",1.8,56565,"Gasoline",5
"Mercedes-Benz",2,307478,"Gasoline",2
"Ford",1,9543,"Gasoline",20
"GM - Chevrolet",2,11409,"Gasoline",28
"Mercedes-Benz",2.2,108527,"Diesel",6
"Fiat",1,23325,"Gasoline",14
"VW - VolksWagen",1.8,16208,"Gasoline",29
"Mercedes-Benz",4,1646132,"Gasoline",5
"Fiat",2,10545,"Gasoline",27
"Fiat",1.4,48474,"Gasoline",8
"Mercedes-Benz",5,32070,"Gasoline",33
"Ford",1.8,10497,"Gasoline",33
"Mercedes-Benz",2,309923,"Gasoline",4
"GM - Chevrolet",4.1,33308,"Gasoline",27
"VW - VolksWagen",1,49896,"Gasoline",6
"Fiat",1,10956,"Gasoline",21
"Fiat",1.8,27900,"Gasoline",16
"Ford",3,43243,"Diesel",17
"VW - VolksWagen",1.6,70223,"Gasoline",4
"VW - VolksWagen",1.8,33030,"Gasoline",15
"VW - VolksWagen",1,45083,"Gasoline",8
"Ford",1.8,11476,"Gasoline",22
"GM - Chevrolet",1.8,40001,"Gasoline",10
"Fiat",1.6,10308,"Gasoline",24
"Ford",5,542894,"Gasoline",2
"Fiat",1.3,20138,"Gasoline",18
"Fiat",1,27021,"Gasoline",8
"Ford",1.6,18259,"Gasoline",26
"GM - Chevrolet",1.8,5697,"Gasoline",35
"Mercedes-Benz",5,47801,"Gasoline",20
"Mercedes-Benz",5,119581,"Gasoline",25
"Fiat",1.6,49162,"Gasoline",6
"Ford",2,23313,"Gasoline",16
"VW - VolksWagen",1,41428,"Gasoline",9
"Mercedes-Benz",3.5,77284,"Gasoline",15
"GM - Chevrolet",1.8,58758,"Gasoline",5
"Ford",2.3,48293,"Gasoline",12
"GM - Chevrolet",4.1,29169,"Gasoline",27
"Fiat",2,14160,"Gasoline",23
"Fiat",1.4,37172,"Gasoline",11
"Ford",1.8,12910,"Gasoline",33
"GM - Chevrolet",2.2,17762,"Gasoline",23
"GM - Chevrolet",5,34633,"Gasoline",30
"VW - VolksWagen",1.8,6116,"Alcohol",27
"Fiat",1,43584,"Gasoline",6
"GM - Chevrolet",1,12572,"Gasoline",22
"GM - Chevrolet",2.8,56024,"Diesel",21
"Mercedes-Benz",2.2,312886,"Diesel",0
"GM - Chevrolet",3.9,62802,"Diesel",32
"VW - VolksWagen",1.8,21015,"Alcohol",21
"VW - VolksWagen",1.8,7814,"Alcohol",27
"Fiat",1.8,31048,"Gasoline",15
"GM - Chevrolet",2,20142,"Gasoline",21
"Mercedes-Benz",6,422226,"Gasoline",14
"GM - Chevrolet",1.8,49037,"Gasoline",10
"Fiat",2,12115,"Gasoline",27
"Mercedes-Benz",2.2,70471,"Diesel",15
"VW - VolksWagen",1,37169,"Gasoline",9
"VW - VolksWagen",2,49653,"Gasoline",13
"Fiat",2.8,45890,"Diesel",16
"VW - VolksWagen",3.6,67505,"Gasoline",13
"Ford",1,23894,"Gasoline",14
"GM - Chevrolet",2.2,24388,"Gasoline",25
"VW - VolksWagen",1.6,22753,"Gasoline",19
"Fiat",1.5,14445,"Gasoline",22
"Fiat",1.3,10801,"Gasoline",23
"GM - Chevrolet",4.1,24577,"Gasoline",34
"Mercedes-Benz",5,97542,"Gasoline",16
"Fiat",2.3,99667,"Diesel",9
"Ford",4,26383,"Gasoline",26
"VW - VolksWagen",1.6,13068,"Alcohol",23
"Fiat",1.6,6703,"Gasoline",29
"Ford",1.5,65399,"Gasoline",2
"VW - VolksWagen",1,24352,"Gasoline",15
"Ford",1,21630,"Gasoline",12
"GM - Chevrolet",4.3,26874,"Gasoline",23
"GM - Chevrolet",1.2,127426,"Gasoline",3
"Mercedes-Benz",6.2,188850,"Gasoline",15
"VW - VolksWagen",1.6,12637,"Alcohol",28
"Fiat",1,60895,"Gasoline",3
"VW - VolksWagen",1.6,28683,"Gasoline",11
"Fiat",1.3,64254,"Gasoline",4
"Fiat",1,24170,"Gasoline",13
"VW - VolksWagen",1,20197,"Gasoline",12
"Fiat",1,16290,"Gasoline",15
"Fiat",1.5,12019,"Gasoline",23
"Fiat",1.6,10475,"Gasoline",25
"Mercedes-Benz",2,491825,"Gasoline",2
"GM - Chevrolet",4.1,17908,"Gasoline",29
"Fiat",1.8,23342,"Gasoline",17
"VW - VolksWagen",4.2,50053,"Gasoline",16
"Ford",2.5,32970,"Diesel",23
"Fiat",2.3,82230,"Diesel",11
"VW - VolksWagen",1,45453,"Gasoline",6
"VW - VolksWagen",1.8,6214,"Gasoline",35
"GM - Chevrolet",2.2,21145,"Gasoline",25
"VW - VolksWagen",2,108154,"Diesel",9
"GM - Chevrolet",4.3,12197,"Gasoline",28
"Fiat",1.4,48213,"Gasoline",8
"GM - Chevrolet",1.4,26083,"Gasoline",14
"Mercedes-Benz",1.9,18126,"Gasoline",18
"Fiat",2,126699,"Diesel",5
"GM - Chevrolet",2.5,185337,"Gasoline",0
"Fiat",1.5,14080,"Gasoline",27
"Fiat",1.9,25949,"Gasoline",13
"Mercedes-Benz",6.3,354348,"Gasoline",11
"Mercedes-Benz",2.2,219576,"Diesel",1
"Mercedes-Benz",2.2,259045,"Diesel",0
"Ford",1,10701,"Gasoline",23
"Fiat",1.3,21848,"Gasoline",10
"Mercedes-Benz",2.2,192903,"Diesel",4
"Ford",2,20836,"Gasoline",18
"GM - Chevrolet",1.8,72538,"Gasoline",8
"Fiat",1.4,35252,"Gasoline",10
"VW - VolksWagen",2,27102,"Gasoline",18
"GM - Chevrolet",1,79806,"Gasoline",1
"Mercedes-Benz",2.2,219021,"Diesel",1
"Ford",2.8,46605,"Diesel",21
"Mercedes-Benz",5.5,567641,"Gasoline",7
"GM - Chevrolet",1,43406,"Gasoline",9
"VW - VolksWagen",1,28468,"Gasoline",12
"Ford",2.4,63993,"Diesel",14
"Mercedes-Benz",2.2,45543,"Diesel",19
"VW - VolksWagen",2,6727,"Gasoline",32
"Mercedes-Benz",3,361274,"Gasoline",6
"GM - Chevrolet",1.8,30207,"Gasoline",18
"VW - VolksWagen",1.6,18325,"Gasoline",21
"Fiat",1.8,16403,"Gasoline",20
"GM - Chevrolet",1.8,75652,"Gasoline",7
"Fiat",2.8,27055,"Diesel",24
"Ford",1,44418,"Gasoline",7
"GM - Chevrolet",2.2,19275,"Gasoline",26
"Fiat",1.4,28910,"Gasoline",12
"Fiat",1.6,12785,"Gasoline",23
"VW - VolksWagen",1.8,15451,"Alcohol",26
"GM - Chevrolet",1.8,61947,"Gasoline",7
"Fiat",1,20262,"Gasoline",14
"Fiat",2.3,202872,"Diesel",3
"Fiat",1.4,74583,"Gasoline",3
"VW - VolksWagen",1.6,61423,"Gasoline",7
"GM - Chevrolet",2.1,11175,"Diesel",29
"GM - Chevrolet",2.5,181546,"Gasoline",0
"Fiat",1.5,10950,"Alcohol",22
"VW - VolksWagen",1.6,30320,"Gasoline",14
"Ford",4.2,128862,"Diesel",20
"GM - Chevrolet",2,20231,"Gasoline",20
"Fiat",1.5,11122,"Alcohol",20
"Fiat",1.4,64198,"Gasoline",3
"Fiat",1.6,5605,"Gasoline",34
"Ford",1,47151,"Gasoline",6
"Mercedes-Benz",5.5,234606,"Gasoline",12
"VW - VolksWagen",2,63465,"Gasoline",10
"Fiat",1,43741,"Gasoline",4
"GM - Chevrolet",4.1,37756,"Diesel",24
"VW - VolksWagen",1.6,14346,"Alcohol",25
"Ford",2,18826,"Gasoline",20
"Fiat",1,15428,"Gasoline",15
"GM - Chevrolet",2,32391,"Gasoline",14
"Fiat",2,104520,"Diesel",7
"Fiat",1.3,147409,"Gasoline",0
"VW - VolksWagen",1.6,39146,"Gasoline",10
"VW - VolksWagen",2,186900,"Diesel",3
"Fiat",1,35755,"Gasoline",7
"Fiat",1.4,45941,"Gasoline",9
"VW - VolksWagen",2,73636,"Gasoline",10
"Ford",3.9,29662,"Diesel",35
"VW - VolksWagen",1.6,40353,"Gasoline",9
"GM - Chevrolet",1.8,32695,"Gasoline",15
"GM - Chevrolet",2.2,8570,"Gasoline",30
"Ford",2,53564,"Gasoline",10
"GM - Chevrolet",1.8,69551,"Gasoline",9
"Mercedes-Benz",2,109841,"Gasoline",6
"Mercedes-Benz",2.8,21357,"Gasoline",29
"GM - Chevrolet",1.8,40349,"Gasoline",9
"Fiat",1.3,20673,"Gasoline",10
"VW - VolksWagen",1.6,63956,"Gasoline",5
"Fiat",1,27903,"Gasoline",9
"Fiat",1,10098,"Gasoline",24
"Ford",1,13733,"Gasoline",20
"Fiat",1.4,33107,"Gasoline",11
"VW - VolksWagen",1.6,66923,"Gasoline",5
"GM - Chevrolet",2,22453,"Gasoline",17
"Fiat",1.6,9564,"Gasoline",25
"GM - Chevrolet",1.6,17806,"Gasoline",17
"Mercedes-Benz",1.6,122009,"Gasoline",8
"VW - VolksWagen",1.6,12571,"Gasoline",21
"GM - Chevrolet",1,62598,"Gasoline",3
"Ford",2.3,57371,"Gasoline",12
"VW - VolksWagen",1,70463,"Gasoline",2
"Fiat",1.6,5259,"Gasoline",33
"Mercedes-Benz",2.3,27261,"Gasoline",31
"Ford",1.6,6309,"Gasoline",29
"GM - Chevrolet",1,18719,"Gasoline",17
"VW - VolksWagen",1.8,4845,"Gasoline",36
"GM - Chevrolet",2,11406,"Gasoline",31
"Fiat",1.8,45652,"Gasoline",7
"Ford",1.8,7404,"Gasoline",28
"Ford",3,60313,"Diesel",14
"VW - VolksWagen",2,126649,"Gasoline",7
"GM - Chevrolet",2,29784,"Gasoline",16
"Mercedes-Benz",1.3,284530,"Gasoline",1
"Fiat",1.8,76174,"Gasoline",4
"Fiat",1.6,38293,"Gasoline",8
"Ford",3.6,18874,"Alcohol",28
"GM - Chevrolet",1,122489,"Gasoline",0
"Mercedes-Benz",2.2,118452,"Diesel",6
"VW - VolksWagen",1.8,27919,"Gasoline",14
"Fiat",1,68412,"Gasoline",0
"Fiat",1,78849,"Gasoline",0
"Ford",1.5,60384,"Gasoline",4
"VW - VolksWagen",2,15316,"Gasoline",27
"VW - VolksWagen",1.4,152550,"Gasoline",1
"Ford",2.5,91651,"Gasoline",8
"GM - Chevrolet",4.1,12467,"Gasoline",29
"Ford",3.2,156558,"Diesel",7
"VW - VolksWagen",1.6,37350,"Gasoline",10
"VW - VolksWagen",1,12705,"Gasoline",22
"Mercedes-Benz",1.9,18059,"Gasoline",18
"Fiat",1.4,50201,"Gasoline",11
"Fiat",1.5,6391,"Gasoline",30
"VW - VolksWagen",1.6,34940,"Gasoline",11
"VW - VolksWagen",1.6,30732,"Gasoline",11
"Ford",3.9,90569,"Diesel",23
"Fiat",1.6,11607,"Gasoline",23
"Ford",1.5,44254,"Gasoline",8
"Fiat",2.3,84178,"Diesel",9
"Ford",2,54325,"Gasoline",9
"Ford",2.8,59033,"Diesel",17
"VW - VolksWagen",1,48956,"Gasoline",7
"Ford",1.6,46670,"Gasoline",9
"GM - Chevrolet",1.5,167663,"Gasoline",3
"VW - VolksWagen",1.8,12397,"Gasoline",29
"Ford",2,8726,"Gasoline",25
"VW - VolksWagen",2,39900,"Gasoline",13
"Fiat",1,54210,"Gasoline",2
"GM - Chevrolet",1.4,45219,"Gasoline",8
"Ford",2,34944,"Gasoline",14
"Fiat",1,49094,"Gasoline",4
"VW - VolksWagen",1.6,35811,"Gasoline",8
"Fiat",1.5,6211,"Gasoline",34
"Ford",4.2,76558,"Diesel",24
"Ford",2.5,129426,"Gasoline",4
"GM - Chevrolet",1,100151,"Gasoline",0
"VW - VolksWagen",1.6,25379,"Gasoline",16
"Fiat",1.4,44440,"Gasoline",8
"GM - Chevrolet",3.6,37868,"Gasoline",14
"Fiat",2,6188,"Alcohol",28
"VW - VolksWagen",1.4,25516,"Gasoline",16
"Mercedes-Benz",3,66613,"Gasoline",14
"Mercedes-Benz",2.2,137557,"Diesel",3
"Mercedes-Benz",5,81689,"Gasoline",23
"GM - Chevrolet",1,31993,"Gasoline",9
"GM - Chevrolet",2.2,13503,"Gasoline",27
"Fiat",1,42054,"Gasoline",5
"GM - Chevrolet",1,92238,"Gasoline",0
"Ford",2.2,175343,"Diesel",4
"Mercedes-Benz",2,47936,"Gasoline",13
"GM - Chevrolet",2,22759,"Gasoline",18
"Ford",1.3,7206,"Gasoline",26
"Mercedes-Benz",6.2,375943,"Gasoline",12
"GM - Chevrolet",4.1,16854,"Gasoline",29
"Ford",2.3,30536,"Gasoline",15
"VW - VolksWagen",1.6,66778,"Gasoline",5
"Fiat",1.6,29402,"Gasoline",12
"Ford",3.9,117664,"Diesel",15
"Fiat",2,30445,"Gasoline",19
"Ford",2,33088,"Gasoline",14
"Mercedes-Benz",1.8,84587,"Gasoline",11
"Ford",2,22289,"Gasoline",16
"Mercedes-Benz",1.7,43382,"Gasoline",12
"Fiat",1.3,15635,"Gasoline",19
"Fiat",1,28211,"Gasoline",9
"Fiat",1,29768,"Gasoline",7
"Ford",3.9,48831,"Diesel",34
"Fiat",2.8,42590,"Diesel",18
"Mercedes-Benz",2.2,45948,"Diesel",21
"Mercedes-Benz",1.5,364120,"Gasoline",0
"GM - Chevrolet",1.6,36312,"Gasoline",11
"GM - Chevrolet",2.8,155451,"Diesel",4
"Mercedes-Benz",6.2,286612,"Gasoline",10
"GM - Chevrolet",1,20974,"Gasoline",16
"Fiat",1.8,24655,"Gasoline",19
"Ford",1.8,7121,"Gasoline",26
"Mercedes-Benz",3,438639,"Gasoline",5
"GM - Chevrolet",1,39696,"Gasoline",10
"Ford",3,17149,"Gasoline",28
"Ford",2.4,73632,"Diesel",12
"VW - VolksWagen",1,39532,"Gasoline",8
"VW - VolksWagen",2,74931,"Gasoline",7
"Fiat",1.4,91837,"Gasoline",1
"VW - VolksWagen",2,17828,"Gasoline",20
"Fiat",1.6,12023,"Gasoline",25
"VW - VolksWagen",1.8,8369,"Alcohol",27
"Ford",1.8,7533,"Gasoline",25
"Ford",3.2,127643,"Diesel",8
"Mercedes-Benz",4.7,221666,"Gasoline",10
"VW - VolksWagen",1.6,24702,"Gasoline",14
"Ford",3.8,19052,"Gasoline",32
"VW - VolksWagen",1.6,45843,"Gasoline",8
"VW - VolksWagen",1.6,61374,"Gasoline",8
"VW - VolksWagen",1.6,24962,"Gasoline",20
"GM - Chevrolet",3.9,36546,"Diesel",37
"Ford",1,11036,"Gasoline",23
"Ford",2.3,29450,"Gasoline",20
"VW - VolksWagen",1.6,43032,"Gasoline",9
"Ford",2,7617,"Gasoline",31
"VW - VolksWagen",1.6,79168,"Gasoline",0
"VW - VolksWagen",1,41710,"Gasoline",9
"Fiat",2.3,117011,"Diesel",6
"GM - Chevrolet",2,6983,"Gasoline",36
"GM - Chevrolet",1.4,71163,"Gasoline",4
"Ford",1.6,5203,"Gasoline",36
"Ford",2.5,77480,"Diesel",25
"Fiat",1.6,48062,"Gasoline",7
"Mercedes-Benz",3.2,18488,"Gasoline",29
"Ford",2,8765,"Gasoline",31
"Fiat",1.8,56732,"Gasoline",6
"Fiat",1.8,37701,"Gasoline",10
"Mercedes-Benz",4.3,80678,"Gasoline",22
"Fiat",1.8,26850,"Gasoline",16
"Fiat",2.3,68746,"Diesel",12
"VW - VolksWagen",1.8,33754,"Gasoline",19
"Fiat",1.8,105975,"Gasoline",0
"Fiat",1.6,40868,"Gasoline",8
"VW - VolksWagen",2,145428,"Diesel",7
"Ford",2,9807,"Gasoline",27
"Fiat",2.3,66166,"Diesel",13
"Mercedes-Benz",6.2,288902,"Gasoline",14
"GM - Chevrolet",1.8,9558,"Gasoline",26
"Fiat",2,29442,"Gasoline",20
"Fiat",1.8,61100,"Gasoline",7
"Fiat",1.5,12010,"Alcohol",20
"VW - VolksWagen",2,19326,"Gasoline",28
"Ford",1.6,41230,"Gasoline",9
"Fiat",1.6,4615,"Gasoline",33
"VW - VolksWagen",1.8,7924,"Gasoline",33
"VW - VolksWagen",2,25867,"Gasoline",16
"Fiat",1.3,20861,"Gasoline",19
"GM - Chevrolet",1.8,21547,"Gasoline",17
"Ford",1.6,15542,"Gasoline",20
"VW - VolksWagen",1,19395,"Gasoline",16
"VW - VolksWagen",1.8,21104,"Gasoline",18
"GM - Chevrolet",5.7,42270,"Gasoline",26
"GM - Chevrolet",3.9,66604,"Diesel",29
"Mercedes-Benz",3.5,102322,"Gasoline",15
"Fiat",1.6,10313,"Gasoline",26
"Ford",4,11403,"Gasoline",29
"Ford",1.5,43254,"Gasoline",8
"Fiat",1.3,19290,"Gasoline",19
"VW - VolksWagen",1.8,13324,"Alcohol",25
"Mercedes-Benz",3,482457,"Gasoline",4
"GM - Chevrolet",1.8,8318,"Gasoline",31
"Fiat",1,32244,"Gasoline",8
"VW - VolksWagen",1.6,13507,"Gasoline",24
"GM - Chevrolet",1.8,42003,"Gasoline",9
"VW - VolksWagen",1.6,7408,"Gasoline",27
"GM - Chevrolet",2.8,88444,"Diesel",11
"GM - Chevrolet",2.5,131686,"Gasoline",6
"Mercedes-Benz",4.7,270354,"Gasoline",9
"Mercedes-Benz",1.8,98356,"Gasoline",10
"VW - VolksWagen",1,19832,"Gasoline",14
"GM - Chevrolet",1,96175,"Gasoline",1
"VW - VolksWagen",1.8,3169,"Gasoline",38
"Mercedes-Benz",2.2,46087,"Diesel",21
"VW - VolksWagen",1.6,18352,"Gasoline",22
"Ford",1.3,12918,"Gasoline",24
"Fiat",1.8,92436,"Gasoline",6
"GM - Chevrolet",1.8,21114,"Gasoline",19
"Mercedes-Benz",2,29579,"Gasoline",17
"Mercedes-Benz",2.2,171474,"Diesel",6
"Mercedes-Benz",4,1275565,"Gasoline",2
"Fiat",1.8,19367,"Gasoline",19
"GM - Chevrolet",4.1,12604,"Gasoline",29
"GM - Chevrolet",2,14221,"Gasoline",24
"Ford",3.9,40384,"Diesel",29
"VW - VolksWagen",2,54788,"Gasoline",13
"VW - VolksWagen",1.8,5653,"Gasoline",34
"Fiat",1.4,40540,"Gasoline",8
"Fiat",2,9483,"Gasoline",24
"Mercedes-Benz",1.9,14327,"Gasoline",22
"Ford",3,60073,"Diesel",15
"GM - Chevrolet",2.5,150218,"Gasoline",5
"GM - Chevrolet",1.8,20879,"Gasoline",18
"VW - VolksWagen",2,94521,"Diesel",10
"VW - VolksWagen",1.6,45138,"Gasoline",9
"VW - VolksWagen",1.6,7021,"Gasoline",35
"Mercedes-Benz",4.3,65974,"Gasoline",22
"GM - Chevrolet",1.8,46078,"Gasoline",9
"Ford",4,27934,"Gasoline",24
"Mercedes-Benz",1.6,158061,"Gasoline",4
"VW - VolksWagen",1.6,28898,"Gasoline",17
"Fiat",1,21507,"Gasoline",13
"GM - Chevrolet",2,10025,"Alcohol",28
"Fiat",1,36207,"Gasoline",6
"VW - VolksWagen",1.4,85237,"Gasoline",8
"Fiat",1,7564,"Alcohol",22
"Fiat",1,36189,"Gasoline",7
"Ford",1.6,23980,"Gasoline",18
"Ford",2,7577,"Gasoline",29
"GM - Chevrolet",1.6,9862,"Gasoline",25
"Ford",3.2,258594,"Diesel",0
"Mercedes-Benz",1.6,184281,"Gasoline",4
"VW - VolksWagen",1.6,43124,"Gasoline",10
"Ford",1.8,6766,"Alcohol",28
"GM - Chevrolet",1,26425,"Gasoline",10
"VW - VolksWagen",1.6,27390,"Gasoline",10
"GM - Chevrolet",2.2,19258,"Gasoline",27
"VW - VolksWagen",1.8,6244,"Gasoline",32
"GM - Chevrolet",1,83775,"Gasoline",2
"VW - VolksWagen",1,90290,"Gasoline",4
"GM - Chevrolet",1.8,3998,"Gasoline",37
"VW - VolksWagen",1.6,21470,"Gasoline",17
"Mercedes-Benz",6,394750,"Gasoline",15
"GM - Chevrolet",2.5,9323,"Gasoline",31
"Ford",1,8298,"Gasoline",23
"Mercedes-Benz",6,197362,"Gasoline",18
"VW - VolksWagen",1.6,33201,"Gasoline",11
"GM - Chevrolet",2,36398,"Gasoline",12
"Mercedes-Benz",2.2,115067,"Diesel",8
"Ford",1.6,12151,"Gasoline",22
"GM - Chevrolet",6.2,405050,"Gasoline",4
"GM - Chevrolet",1,8237,"Gasoline",31
"Ford",1.9,9462,"Gasoline",28
"GM - Chevrolet",1.8,51480,"Gasoline",6
"Mercedes-Benz",2.2,201653,"Diesel",4
"Fiat",1.4,53700,"Gasoline",7
"Ford",4.2,111634,"Diesel",20
"Fiat",1.5,10676,"Gasoline",25
"Ford",2,33256,"Gasoline",13
"VW - VolksWagen",1.6,62337,"Gasoline",5
"Ford",4,21333,"Gasoline",26
"GM - Chevrolet",4,36113,"Diesel",36
"Fiat",1.6,10638,"Gasoline",21
"VW - VolksWagen",2,13626,"Gasoline",26
"Ford",2.3,39664,"Gasoline",18
"Fiat",1.8,121382,"Gasoline",2
"Fiat",1,20588,"Gasoline",12
"Fiat",1.4,34543,"Gasoline",9
"GM - Chevrolet",1.8,24872,"Gasoline",19
"Ford",3,55468,"Diesel",17
"Fiat",1.4,72748,"Gasoline",4
"Fiat",2.4,94652,"Gasoline",6
"Fiat",1.4,31342,"Gasoline",12
"Ford",1.8,13201,"Gasoline",31
"VW - VolksWagen",1.8,24507,"Gasoline",22
"VW - VolksWagen",1,40898,"Gasoline",8
"Mercedes-Benz",2.2,221396,"Diesel",3
"VW - VolksWagen",2,10826,"Gasoline",27
"Fiat",2.4,34220,"Gasoline",16
"Ford",1.6,24960,"Gasoline",14
"VW - VolksWagen",2,27705,"Gasoline",17
"VW - VolksWagen",2,10065,"Gasoline",34
"Fiat",1.6,41954,"Gasoline",7
"GM - Chevrolet",1,13064,"Gasoline",23
"VW - VolksWagen",2.8,22521,"Gasoline",21
"VW - VolksWagen",1.6,14035,"Alcohol",25
"Fiat",1.5,17376,"Gasoline",22
"GM - Chevrolet",4.3,13594,"Gasoline",28
"Mercedes-Benz",1.6,114265,"Gasoline",5
"Fiat",2.3,143068,"Diesel",5
"GM - Chevrolet",1,75024,"Gasoline",3
"Fiat",1.8,31916,"Gasoline",12
"Fiat",1.8,52679,"Gasoline",7
"Mercedes-Benz",1.6,176742,"Gasoline",3
"Fiat",1.3,14362,"Gasoline",19
"GM - Chevrolet",2.8,79602,"Diesel",11
"VW - VolksWagen",2,17879,"Gasoline",21
"Ford",5,531169,"Gasoline",2
"Mercedes-Benz",4,1741510,"Gasoline",3
"GM - Chevrolet",1,110140,"Gasoline",0
"Fiat",1.6,12040,"Gasoline",23
"Fiat",1,14073,"Gasoline",19
"Ford",1.6,62489,"Gasoline",4
"VW - VolksWagen",1.6,47529,"Gasoline",7
"GM - Chevrolet",1.8,23437,"Gasoline",17
"Ford",4.2,109845,"Diesel",18
"VW - VolksWagen",2,95728,"Gasoline",10
"Fiat",1.5,12140,"Gasoline",26
"Fiat",1.4,53788,"Gasoline",8
"Fiat",1.8,36201,"Gasoline",10
"VW - VolksWagen",1.6,28518,"Gasoline",18
"Mercedes-Benz",1.9,15784,"Gasoline",20
"Mercedes-Benz",1.8,64271,"Gasoline",13
"Ford",2.2,108000,"Diesel",7
"GM - Chevrolet",1.8,5774,"Gasoline",34
"VW - VolksWagen",1.6,25499,"Gasoline",15
"GM - Chevrolet",1.8,8726,"Gasoline",28
"GM - Chevrolet",2.8,63065,"Diesel",16
"Mercedes-Benz",4,1006131,"Gasoline",4
"Fiat",1,36434,"Gasoline",7
"GM - Chevrolet",5.7,47741,"Gasoline",26
"Mercedes-Benz",1.6,114464,"Gasoline",8
"VW - VolksWagen",2,29002,"Gasoline",16
"GM - Chevrolet",1.4,100521,"Gasoline",4
"VW - VolksWagen",1,70291,"Gasoline",1
"Ford",1.6,12258,"Alcohol",20
"Mercedes-Benz",3,546969,"Gasoline",4
"VW - VolksWagen",1.8,4960,"Gasoline",36
"GM - Chevrolet",1.8,88213,"Gasoline",4
"Fiat",1.4,37001,"Gasoline",10
"Fiat",1.6,40263,"Gasoline",10
"Mercedes-Benz",1.6,84877,"Gasoline",10
"VW - VolksWagen",1.6,48031,"Gasoline",7
"Ford",3.2,264339,"Diesel",2
"Fiat",1,39520,"Gasoline",7
"GM - Chevrolet",1.4,38681,"Gasoline",12
"VW - VolksWagen",1,97889,"Gasoline",1
"Mercedes-Benz",4.3,78406,"Gasoline",22
"Ford",3.2,118274,"Diesel",9
"Mercedes-Benz",4,5980566,"Gasoline",0
"VW - VolksWagen",1.6,18415,"Gasoline",22
"Ford",4,23133,"Gasoline",27
"Mercedes-Benz",3,364134,"Gasoline",5
"Fiat",1,16210,"Gasoline",20
"GM - Chevrolet",1.4,63953,"Gasoline",5
"VW - VolksWagen",1.6,27967,"Gasoline",13
"Ford",2,8319,"Gasoline",30
"VW - VolksWagen",2,19402,"Gasoline",20
"Ford",1.6,29788,"Gasoline",11
"VW - VolksWagen",1,20506,"Gasoline",13
"Mercedes-Benz",2.6,25006,"Gasoline",32
"VW - VolksWagen",1.6,65984,"Gasoline",5
"Fiat",1.8,27979,"Gasoline",18
"Ford",2,66632,"Gasoline",7
"GM - Chevrolet",1.8,73403,"Gasoline",8
"GM - Chevrolet",1,81166,"Gasoline",0
"Fiat",2,6697,"Gasoline",29
"VW - VolksWagen",1.4,160613,"Gasoline",4
"VW - VolksWagen",1.4,31884,"Gasoline",15
"Ford",1.8,6923,"Gasoline",29
"VW - VolksWagen",1.6,40260,"Gasoline",10
"Mercedes-Benz",6,55804,"Gasoline",28
"Ford",2,23013,"Gasoline",16
"VW - VolksWagen",1.8,9804,"Gasoline",26
"Ford",2.5,13582,"Gasoline",23
"Fiat",1,43968,"Gasoline",3
"Mercedes-Benz",2.2,54121,"Diesel",17
"VW - VolksWagen",2,145262,"Gasoline",7
"GM - Chevrolet",1.8,21544,"Gasoline",15
"GM - Chevrolet",1.6,30199,"Gasoline",24
"Fiat",1.4,56562,"Gasoline",7
"GM - Chevrolet",1,20648,"Gasoline",15
"GM - Chevrolet",6.2,464554,"Gasoline",1
"Mercedes-Benz",2.2,54348,"Diesel",18
"VW - VolksWagen",1.6,5249,"Gasoline",32
"VW - VolksWagen",1.8,13786,"Gasoline",24
"Ford",2,25413,"Gasoline",15
"Ford",3.2,142835,"Diesel",8
"GM - Chevrolet",1.6,8419,"Gasoline",30
"VW - VolksWagen",1.6,6561,"Alcohol",26
"Mercedes-Benz",2,234175,"Gasoline",6
"Ford",1,54629,"Gasoline",3
"Ford",2.3,48024,"Gasoline",14
"GM - Chevrolet",1,119883,"Gasoline",0
"Ford",3,75924,"Diesel",13
"Mercedes-Benz",3,382881,"Gasoline",6
"VW - VolksWagen",1.6,9423,"Alcohol",28
"Mercedes-Benz",2.2,178092,"Diesel",5
"Ford",2,40137,"Gasoline",10
"Ford",3.2,277287,"Diesel",1
"GM - Chevrolet",1,94563,"Gasoline",1
"Fiat",1,10586,"Gasoline",22
"Ford",2.3,8138,"Gasoline",37
"Mercedes-Benz",3,342380,"Gasoline",6
"Fiat",2.8,49565,"Diesel",15
"Fiat",1.4,41190,"Gasoline",8
"GM - Chevrolet",1.8,9929,"Gasoline",25
"VW - VolksWagen",2,44220,"Gasoline",13
"Ford",4,7836,"Gasoline",32
"VW - VolksWagen",2,37831,"Gasoline",20
"VW - VolksWagen",1.4,120034,"Gasoline",6
"GM - Chevrolet",1,115999,"Gasoline",0
"GM - Chevrolet",1,13271,"Gasoline",22
"Ford",1,15012,"Gasoline",21
"GM - Chevrolet",2,13689,"Gasoline",23
"GM - Chevrolet",1.8,51419,"Gasoline",8
"Ford",3,54232,"Diesel",14
"VW - VolksWagen",1.8,4137,"Gasoline",36
"VW - VolksWagen",1.6,77259,"Gasoline",6
"Ford",2,23823,"Gasoline",17
"GM - Chevrolet",1.4,145143,"Gasoline",0
