"Marca","Tamanho do Motor","Preço Médio BRL","Combustível","Idade"
"GM - Chevrolet",1.6,12362,"Gasoline",26
"Fiat",1.6,6098,"Gasoline",30
"Fiat",1.6,13392,"Gasoline",21
"Ford",4,36035,"Gasoline",22
"GM - Chevrolet",1,73175,"Gasoline",3
"Ford",4.2,130220,"Diesel",17
"Fiat",2.8,44825,"Diesel",15
"Fiat",1.4,31784,"Gasoline",12
"Mercedes-Benz",4.7,430893,"Gasoline",7
"VW - VolksWagen",1.6,32925,"Gasoline",11
"Fiat",1.8,51632,"Gasoline",8
"VW - VolksWagen",1.4,48101,"Gasoline",9
"VW - VolksWagen",1.8,8824,"Gasoline",31
"Fiat",1.4,29670,"Gasoline",12
"Ford",3,44125,"Gasoline",12
"VW - VolksWagen",1,50234,"Gasoline",7
"Ford",1,52438,"Gasoline",4
"Fiat",1.6,27670,"Gasoline",12
"VW - VolksWagen",1.8,17238,"Gasoline",24
"VW - VolksWagen",1.6,4539,"Gasoline",37
"VW - VolksWagen",2,116074,"Diesel",6
"GM - Chevrolet",1.6,13977,"Gasoline",24
"Ford",2,88965,"Gasoline",3
"GM - Chevrolet",2.4,85663,"Gasoline",7
"Mercedes-Benz",2,124520,"Gasoline",9
"Ford",1.5,66251,"Gasoline",2
"GM - Chevrolet",2.5,10310,"Gasoline",36
"VW - VolksWagen",1.8,8292,"Gasoline",31
"GM - Chevrolet",1.4,18515,"Gasoline",17
"Ford",2,8388,"Gasoline",25
"GM - Chevrolet",1.6,3974,"Gasoline",36
"VW - VolksWagen",1.8,23876,"Gasoline",19
"GM - Chevrolet",1.8,49078,"Gasoline",10
"Mercedes-Benz",2.2,163867,"Diesel",3
"VW - VolksWagen",1,104080,"Gasoline",1
"GM - Chevrolet",1.4,60886,"Gasoline",4
"VW - VolksWagen",1.6,36423,"Gasoline",11
"Fiat",1.5,10212,"Gasoline",30
"GM - Chevrolet",1.8,25063,"Gasoline",18
"Ford",3.2,240008,"Diesel",2
"Ford",2,12099,"Gasoline",22
"Mercedes-Benz",5,54755,"Gasoline",24
"VW - VolksWagen",1.6,6269,"Gasoline",29
"VW - VolksWagen",1,9971,"Alcohol",20
"Fiat",1,13084,"Gasoline",19
"VW - VolksWagen",1.6,34467,"Gasoline",12
"Ford",2.8,28210,"Diesel",21
"GM - Chevrolet",2.8,135729,"Diesel",8
"Ford",2,6405,"Gasoline",27
"Ford",1.8,5924,"Gasoline",35
"Fiat",2,198485,"Diesel",1
"VW - VolksWagen",1.8,18624,"Gasoline",24
"GM - Chevrolet",1.8,4241,"Gasoline",37
"VW - VolksWagen",1.8,16577,"Gasoline",24
"VW - VolksWagen",1.6,25306,"Gasoline",18
"Fiat",1.5,9614,"Gasoline",25
"Ford",1.6,6409,"Gasoline",29
"VW - VolksWagen",1.4,131621,"Gasoline",4
"Mercedes-Benz",2,226387,"Gasoline",6
"VW - VolksWagen",1.8,12951,"Gasoline",28
"Fiat",1.8,58970,"Gasoline",7
"Fiat",1.3,10850,"Gasoline",23
"Fiat",1.4,31944,"Gasoline",15
"Ford",2,59448,"Gasoline",8
"Fiat",1.8,37338,"Gasoline",13
"Fiat",1.6,6149,"Gasoline",26
"VW - VolksWagen",1.8,8148,"Gasoline",30
"Fiat",2.3,100669,"Diesel",7
"GM - Chevrolet",1,14678,"Alcohol",18
"Mercedes-Benz",5.5,159417,"Gasoline",12
"Fiat",2.3,148049,"Diesel",5
"VW - VolksWagen",1.6,22304,"Gasoline",20
"Mercedes-Benz",1.7,34067,"Gasoline",14
"Ford",3,41935,"Diesel",17
"VW - VolksWagen",1.6,58362,"Gasoline",5
"Fiat",1.8,42405,"Gasoline",11
"GM - Chevrolet",4.1,40577,"Gasoline",31
"GM - Chevrolet",4.1,27111,"Gasoline",32
"VW - VolksWagen",1.6,42237,"Gasoline",9
"Fiat",1.8,34028,"Gasoline",12
"Ford",2,88792,"Gasoline",10
"Mercedes-Benz",2,134524,"Gasoline",9
"VW - VolksWagen",1.8,21491,"Gasoline",20
"GM - Chevrolet",1,124480,"Gasoline",0
"VW - VolksWagen",1,77666,"Gasoline",0
"GM - Chevrolet",1.8,25671,"Gasoline",14
"Mercedes-Benz",2.6,30005,"Gasoline",31
"VW - VolksWagen",1,36087,"Gasoline",9
"GM - Chevrolet",2.5,11270,"Gasoline",36
"Mercedes-Benz",2,362195,"Gasoline",4
"Ford",1.8,6379,"Gasoline",29
"GM - Chevrolet",2.4,44246,"Gasoline",16
"VW - VolksWagen",1.8,16692,"Gasoline",23
"Mercedes-Benz",2,366028,"Gasoline",5
"Ford",2.3,57986,"Gasoline",12
"GM - Chevrolet",1.4,64183,"Gasoline",6
"Fiat",1.6,9830,"Gasoline",25
"Mercedes-Benz",3,406041,"Gasoline",6
"VW - VolksWagen",3.6,81300,"Gasoline",12
"Ford",1.6,12835,"Gasoline",22
"Ford",3.5,46348,"Gasoline",14
"VW - VolksWagen",1.6,80652,"Gasoline",4
"VW - VolksWagen",1.6,26536,"Gasoline",14
"Fiat",1,14933,"Gasoline",17
"Mercedes-Benz",5,35754,"Gasoline",31
"Fiat",1.8,53709,"Gasoline",9
"VW - VolksWagen",1,26654,"Gasoline",12
"VW - VolksWagen",1.6,68264,"Gasoline",3
"Fiat",2.3,142333,"Diesel",5
"Fiat",1,10263,"Gasoline",24
"Fiat",1.5,13246,"Alcohol",21
"Ford",3.2,105912,"Diesel",9
"GM - Chevrolet",2.2,16560,"Gasoline",22
"Mercedes-Benz",2,384155,"Gasoline",2
"Mercedes-Benz",2.3,33919,"Gasoline",26
"GM - Chevrolet",2.4,47059,"Gasoline",15
"Fiat",1.8,26916,"Gasoline",14
"Ford",2.3,47818,"Gasoline",12
"GM - Chevrolet",1.4,44917,"Gasoline",8
"Mercedes-Benz",1.8,78629,"Gasoline",11
"Ford",1.8,18208,"Gasoline",26
"GM - Chevrolet",2,35081,"Diesel",21
"Fiat",1.8,28699,"Gasoline",15
"VW - VolksWagen",2,37566,"Gasoline",14
"GM - Chevrolet",1.8,69539,"Gasoline",8
"GM - Chevrolet",1,32488,"Gasoline",9
"VW - VolksWagen",1.6,14123,"Gasoline",25
"Mercedes-Benz",2.2,151596,"Diesel",6
"Mercedes-Benz",1.3,196526,"Gasoline",4
"Fiat",2.8,50487,"Diesel",16
"Fiat",2,12320,"Gasoline",27
"Fiat",1.6,6271,"Gasoline",26
"Fiat",1.8,25346,"Gasoline",18
"VW - VolksWagen",1.4,117480,"Gasoline",4
"Fiat",1,11722,"Gasoline",21
"Mercedes-Benz",5,46149,"Gasoline",29
"Fiat",1.4,29284,"Gasoline",15
"Fiat",1.6,6684,"Gasoline",31
"GM - Chevrolet",2.8,130254,"Diesel",8
"Ford",2,240164,"Gasoline",0
"VW - VolksWagen",1.6,37594,"Gasoline",11
"GM - Chevrolet",1.6,13656,"Gasoline",24
"Fiat",2.4,37687,"Gasoline",15
"VW - VolksWagen",1.6,33210,"Gasoline",12
"GM - Chevrolet",1.6,38224,"Gasoline",10
"VW - VolksWagen",1.8,13068,"Alcohol",27
"VW - VolksWagen",1.8,8450,"Gasoline",33
"Fiat",1.8,49709,"Gasoline",7
"Ford",1.4,13439,"Gasoline",24
"Mercedes-Benz",2,249421,"Gasoline",3
"GM - Chevrolet",2.5,24908,"Diesel",27
"Mercedes-Benz",4,420746,"Gasoline",7
"Ford",2,7814,"Gasoline",29
"GM - Chevrolet",1,14273,"Gasoline",17
"VW - VolksWagen",1.8,11116,"Gasoline",22
"GM - Chevrolet",1.6,29513,"Gasoline",11
"VW - VolksWagen",1.8,10453,"Alcohol",25
"Mercedes-Benz",3.5,260466,"Gasoline",12
"Fiat",2,8661,"Gasoline",29
"Fiat",1,65478,"Gasoline",2
"VW - VolksWagen",1.8,12706,"Gasoline",26
"GM - Chevrolet",1.4,58287,"Gasoline",5
"Ford",2.5,25196,"Gasoline",25
"GM - Chevrolet",4.1,15132,"Gasoline",37
"GM - Chevrolet",2.8,103373,"Diesel",10
"Fiat",1.4,47970,"Gasoline",9
"Ford",4,29194,"Gasoline",22
"VW - VolksWagen",2,19294,"Gasoline",20
"Mercedes-Benz",6.2,282225,"Gasoline",13
"Mercedes-Benz",3,347881,"Diesel",5
"Mercedes-Benz",3.5,144405,"Gasoline",16
"Fiat",1,17295,"Gasoline",14
"Fiat",1.4,42804,"Gasoline",10
"Fiat",1.5,12761,"Gasoline",25
"VW - VolksWagen",1.6,17442,"Gasoline",24
"Fiat",1.4,35223,"Gasoline",10
"Fiat",1,40126,"Gasoline",5
"VW - VolksWagen",1.8,18450,"Gasoline",27
"Fiat",1.5,4857,"Gasoline",36
"VW - VolksWagen",2,15128,"Gasoline",30
"GM - Chevrolet",1,100423,"Gasoline",0
"Fiat",1.4,62544,"Gasoline",7
"Fiat",1,30886,"Gasoline",10
"VW - VolksWagen",2,9522,"Gasoline",33
"Mercedes-Benz",2.2,147631,"Diesel",3
"Ford",2,7201,"Gasoline",26
"GM - Chevrolet",1.6,9100,"Gasoline",33
"GM - Chevrolet",2.2,16129,"Gasoline",22
"VW - VolksWagen",2.5,55352,"Gasoline",11
"GM - Chevrolet",1.4,50977,"Gasoline",7
"Mercedes-Benz",6,1219591,"Gasoline",5
"VW - VolksWagen",1.6,100669,"Gasoline",0
"Ford",1.6,20529,"Gasoline",15
"Mercedes-Benz",2,216637,"Gasoline",7
"Ford",3.5,75890,"Gasoline",9
"Ford",4.2,99606,"Diesel",23
"Mercedes-Benz",3.5,112145,"Gasoline",11
"VW - VolksWagen",2,182143,"Diesel",6
"VW - VolksWagen",1.4,141635,"Gasoline",1
"GM - Chevrolet",1.4,16791,"Gasoline",16
"Ford",2.5,28745,"Diesel",25
"Ford",2,33634,"Gasoline",14
"Fiat",1.8,18484,"Gasoline",19
"Mercedes-Benz",3.5,170020,"Gasoline",13
"Mercedes-Benz",2,359649,"Gasoline",3
"Fiat",1.4,81924,"Gasoline",8
"GM - Chevrolet",4.3,18320,"Gasoline",23
"Ford",1.6,7326,"Gasoline",35
"GM - Chevrolet",1,27378,"Gasoline",11
"VW - VolksWagen",1.4,98408,"Gasoline",6
"Mercedes-Benz",5.5,326311,"Gasoline",11
"VW - VolksWagen",1.6,10780,"Alcohol",24
"VW - VolksWagen",1,10237,"Gasoline",22
"GM - Chevrolet",1.6,5064,"Gasoline",33
"VW - VolksWagen",2,5998,"Gasoline",31
"Fiat",1.4,29478,"Gasoline",13
"Fiat",1,22122,"Gasoline",11
"VW - VolksWagen",1.6,26271,"Gasoline",16
"Ford",2,72764,"Gasoline",10
"GM - Chevrolet",2.4,31626,"Gasoline",19
"Mercedes-Benz",2.2,96619,"Diesel",10
"Fiat",1.6,49535,"Gasoline",7
"Mercedes-Benz",4,705200,"Gasoline",4
"Ford",3.9,97464,"Diesel",12
"GM - Chevrolet",1,21208,"Gasoline",17
"Mercedes-Benz",2.2,146479,"Diesel",7
"Fiat",1.5,7096,"Gasoline",24
"Fiat",1.8,13600,"Gasoline",20
"Fiat",1.8,54813,"Gasoline",6
"Ford",2.3,5803,"Gasoline",38
"VW - VolksWagen",1.6,41662,"Gasoline",8
"VW - VolksWagen",1.6,28292,"Gasoline",15
"Fiat",1,55822,"Gasoline",2
"Ford",2,81396,"Gasoline",4
"Ford",2,33782,"Gasoline",13
"VW - VolksWagen",1.8,5580,"Gasoline",35
"Ford",2,59827,"Gasoline",8
"VW - VolksWagen",2,49001,"Gasoline",14
"Mercedes-Benz",2.3,18841,"Gasoline",37
"Ford",4.9,29296,"Gasoline",27
"Mercedes-Benz",2.2,79043,"Diesel",13
"GM - Chevrolet",2,11682,"Gasoline",29
"VW - VolksWagen",1.6,43050,"Gasoline",8
"VW - VolksWagen",1,38991,"Gasoline",8
"Ford",1.3,6940,"Gasoline",26
"GM - Chevrolet",4.1,15602,"Gasoline",37
"GM - Chevrolet",2,26228,"Gasoline",15
"Mercedes-Benz",4,625740,"Gasoline",4
"Fiat",1.4,92395,"Gasoline",0
"Fiat",1.8,27160,"Gasoline",14
"Ford",2.2,97229,"Diesel",10
"Ford",2.8,49046,"Diesel",18
"VW - VolksWagen",1.6,42120,"Gasoline",9
"GM - Chevrolet",3.8,22438,"Gasoline",24
"Mercedes-Benz",5,223405,"Gasoline",14
"VW - VolksWagen",2,46837,"Gasoline",13
"Fiat",1.3,69696,"Gasoline",3
"Mercedes-Benz",2.2,98320,"Diesel",6
"Fiat",2,158270,"Diesel",3
"Mercedes-Benz",5.5,646333,"Gasoline",8
"GM - Chevrolet",4,53647,"Diesel",28
"Ford",4,27789,"Gasoline",22
"GM - Chevrolet",4.1,24907,"Gasoline",33
"VW - VolksWagen",2,93609,"Diesel",12
"Fiat",1,29124,"Gasoline",10
"VW - VolksWagen",1,70960,"Gasoline",1
"Ford",1.6,20423,"Gasoline",19
"Ford",2,5880,"Gasoline",31
"Ford",1.6,7465,"Gasoline",28
"GM - Chevrolet",2.5,113933,"Gasoline",6
"Ford",1,52694,"Gasoline",0
"Mercedes-Benz",4,887665,"Gasoline",7
"Mercedes-Benz",1.5,220571,"Gasoline",4
"GM - Chevrolet",1.4,61720,"Gasoline",5
"Mercedes-Benz",1.8,34606,"Gasoline",20
"GM - Chevrolet",3.9,48788,"Diesel",32
"Ford",3,77511,"Diesel",11
"VW - VolksWagen",1.6,39544,"Gasoline",10
"VW - VolksWagen",1.6,35848,"Gasoline",12
"GM - Chevrolet",1,15062,"Gasoline",17
"VW - VolksWagen",1.6,41075,"Gasoline",12
"Fiat",1.8,13789,"Gasoline",20
"VW - VolksWagen",1.6,36306,"Gasoline",10
"GM - Chevrolet",2.8,52990,"Diesel",21
"GM - Chevrolet",4.3,20050,"Gasoline",29
"VW - VolksWagen",1,26424,"Gasoline",13
"VW - VolksWagen",1.6,75210,"Gasoline",3
"Mercedes-Benz",4.7,372178,"Gasoline",8
"GM - Chevrolet",1.4,44216,"Gasoline",10
"Mercedes-Benz",2,356205,"Gasoline",5
"Fiat",1,20836,"Gasoline",14
"Ford",2,34523,"Gasoline",12
"Mercedes-Benz",2,482991,"Gasoline",1
"VW - VolksWagen",1,25512,"Gasoline",10
"GM - Chevrolet",2.8,74610,"Diesel",12
"VW - VolksWagen",1.8,12490,"Alcohol",27
"GM - Chevrolet",2,23445,"Gasoline",19
"GM - Chevrolet",1.8,23710,"Gasoline",16
"Ford",1.3,9218,"Gasoline",24
"Ford",1.8,2824,"Gasoline",38
"GM - Chevrolet",2,22472,"Gasoline",18
"GM - Chevrolet",1.4,18766,"Gasoline",17
"Fiat",1.5,11840,"Alcohol",22
"VW - VolksWagen",1.6,43602,"Gasoline",7
"Fiat",2.3,206732,"Diesel",0
"Fiat",2.3,153601,"Diesel",5
"Fiat",1.3,58492,"Gasoline",5
"Fiat",1,57496,"Gasoline",4
"GM - Chevrolet",1.8,4690,"Gasoline",36
"Fiat",1,10018,"Alcohol",24
"VW - VolksWagen",1.6,59251,"Gasoline",5
"GM - Chevrolet",4.1,11009,"Gasoline",38
"Mercedes-Benz",1.6,183534,"Gasoline",5
"Ford",3.8,12637,"Gasoline",32
"Ford",2.3,36343,"Gasoline",17
"VW - VolksWagen",1,20792,"Gasoline",14
"Fiat",2.3,208984,"Diesel",3
"Mercedes-Benz",6,117290,"Gasoline",23
"VW - VolksWagen",1.6,43235,"Gasoline",8
"VW - VolksWagen",1.6,32122,"Gasoline",8
"GM - Chevrolet",5.7,434084,"Gasoline",12
"Mercedes-Benz",3.5,103881,"Gasoline",13
"GM - Chevrolet",2.8,126615,"Diesel",9
"Fiat",1.8,62750,"Gasoline",9
"Ford",2,75858,"Gasoline",10
"Fiat",2.8,60881,"Diesel",14
"Fiat",1.4,47633,"Gasoline",8
"VW - VolksWagen",1.6,25335,"Gasoline",15
"Fiat",1.4,31013,"Gasoline",12
"Ford",3.2,237256,"Diesel",3
"Ford",1.6,12015,"Alcohol",27
"VW - VolksWagen",1.6,77757,"Gasoline",1
"VW - VolksWagen",1.6,42619,"Gasoline",8
"Ford",3.8,22127,"Gasoline",30
"VW - VolksWagen",3.2,55941,"Gasoline",13
"Mercedes-Benz",3.2,56095,"Gasoline",25
"Mercedes-Benz",2.2,35976,"Diesel",22
"Ford",2,73540,"Gasoline",10
"VW - VolksWagen",1.8,11345,"Gasoline",27
"Fiat",1.6,17158,"Gasoline",16
"Mercedes-Benz",3.5,361359,"Gasoline",10
"Fiat",1.4,53331,"Gasoline",8
"Fiat",1.3,14727,"Gasoline",21
"GM - Chevrolet",4.3,34456,"Gasoline",23
"Ford",1,49563,"Gasoline",5
"VW - VolksWagen",1,12842,"Alcohol",19
"GM - Chevrolet",2.5,15982,"Gasoline",32
"VW - VolksWagen",1.6,10065,"Gasoline",25
"Fiat",2.8,50488,"Diesel",17
"Fiat",1.6,44072,"Gasoline",9
"VW - VolksWagen",3.6,105663,"Gasoline",10
"VW - VolksWagen",1,10289,"Gasoline",23
"Mercedes-Benz",1.8,73626,"Gasoline",13
"VW - VolksWagen",1.6,47078,"Gasoline",8
"Fiat",1,32512,"Gasoline",8
"GM - Chevrolet",1.2,141658,"Gasoline",1
"Mercedes-Benz",1.6,236334,"Gasoline",3
"GM - Chevrolet",4.3,27032,"Gasoline",23
"Ford",2,8654,"Alcohol",28
"Mercedes-Benz",1.6,69670,"Gasoline",11
"Mercedes-Benz",6,348703,"Gasoline",13
"Fiat",2,132857,"Diesel",5
"VW - VolksWagen",1.8,12292,"Alcohol",27
"GM - Chevrolet",1.6,12857,"Gasoline",24
"GM - Chevrolet",1.4,151543,"Gasoline",0
"GM - Chevrolet",2.4,93975,"Gasoline",7
"Fiat",1.6,3145,"Gasoline",38
"GM - Chevrolet",4.1,12432,"Gasoline",37
"GM - Chevrolet",2.5,21226,"Diesel",26
"Fiat",2.4,12912,"Gasoline",22
"Mercedes-Benz",1.9,15760,"Gasoline",21
"Ford",1.8,5209,"Gasoline",36
"VW - VolksWagen",1.6,56268,"Gasoline",3
"Mercedes-Benz",2.2,26652,"Gasoline",29
"Mercedes-Benz",1.6,99354,"Gasoline",6
"Mercedes-Benz",1.9,12980,"Gasoline",21
"GM - Chevrolet",2.4,34110,"Gasoline",20
"Ford",2,29361,"Gasoline",16
"Fiat",1.3,20561,"Gasoline",18
"Mercedes-Benz",4.7,375346,"Gasoline",9
"Mercedes-Benz",2.2,150521,"Diesel",6
"Fiat",1.3,13292,"Gasoline",21
"Mercedes-Benz",5.5,219805,"Gasoline",11
"Mercedes-Benz",6,389824,"Gasoline",12
"VW - VolksWagen",1.4,26775,"Gasoline",15
"GM - Chevrolet",2.4,49120,"Gasoline",13
"VW - VolksWagen",3.6,66870,"Gasoline",13
"GM - Chevrolet",2,20939,"Gasoline",18
"Mercedes-Benz",1.9,12094,"Gasoline",22
"GM - Chevrolet",1.8,24696,"Gasoline",15
"Mercedes-Benz",1.6,125881,"Gasoline",7
"Mercedes-Benz",3.5,51100,"Gasoline",18
"GM - Chevrolet",2,33630,"Diesel",21
"Fiat",1.8,45392,"Gasoline",9
"VW - VolksWagen",1.8,6602,"Gasoline",33
"GM - Chevrolet",2,21052,"Gasoline",18
"Ford",1.6,33848,"Gasoline",9
"VW - VolksWagen",1.6,16862,"Gasoline",22
"Fiat",1,28162,"Gasoline",9
"VW - VolksWagen",2,9046,"Alcohol",27
"GM - Chevrolet",1.8,4965,"Gasoline",35
"GM - Chevrolet",4.1,15437,"Gasoline",30
"GM - Chevrolet",4.1,13681,"Gasoline",28
"Ford",1.6,22396,"Gasoline",18
"GM - Chevrolet",5.7,53494,"Gasoline",32
"GM - Chevrolet",1.8,112562,"Gasoline",1
"Ford",1.6,14956,"Gasoline",20
"VW - VolksWagen",1.8,11889,"Gasoline",27
"GM - Chevrolet",1.4,38608,"Gasoline",9
"Mercedes-Benz",1.3,297884,"Gasoline",1
"VW - VolksWagen",1.8,10432,"Gasoline",30
"VW - VolksWagen",1.8,23933,"Gasoline",19
"Fiat",2.8,35742,"Diesel",21
"VW - VolksWagen",1.6,42938,"Gasoline",10
"Mercedes-Benz",1.9,17841,"Gasoline",18
"Ford",1,16448,"Gasoline",17
"VW - VolksWagen",1.8,15928,"Gasoline",24
"Fiat",1.4,25493,"Gasoline",14
"GM - Chevrolet",1.8,23899,"Gasoline",14
"Fiat",2.3,223074,"Diesel",2
"Mercedes-Benz",6.2,130966,"Gasoline",14
"GM - Chevrolet",2,39647,"Gasoline",12
"Fiat",1.8,58050,"Gasoline",8
"VW - VolksWagen",1.4,140920,"Gasoline",1
"Mercedes-Benz",3.5,72512,"Gasoline",15
"VW - VolksWagen",1.4,28808,"Gasoline",14
"VW - VolksWagen",1.6,18297,"Alcohol",18
"Mercedes-Benz",3,352670,"Gasoline",5
"GM - Chevrolet",2,32111,"Gasoline",14
"GM - Chevrolet",2.4,32883,"Gasoline",19
"GM - Chevrolet",2.2,12502,"Gasoline",28
"VW - VolksWagen",1.8,18085,"Gasoline",19
"GM - Chevrolet",1.8,41112,"Gasoline",9
"VW - VolksWagen",2,152335,"Diesel",7
"Fiat",1.8,36562,"Gasoline",11
"GM - Chevrolet",4.1,28808,"Gasoline",30
"VW - VolksWagen",4.2,57882,"Gasoline",16
"GM - Chevrolet",6.5,41109,"Diesel",28
"VW - VolksWagen",1.8,8710,"Gasoline",27
"Ford",1,17734,"Gasoline",17
"Ford",2,58634,"Gasoline",8
"VW - VolksWagen",1.4,114098,"Gasoline",6
"Ford",1.5,62348,"Gasoline",4
"VW - VolksWagen",1.8,12355,"Alcohol",26
"GM - Chevrolet",1.8,22045,"Gasoline",17
"VW - VolksWagen",2,17538,"Gasoline",22
"VW - VolksWagen",2.8,78560,"Gasoline",20
"Fiat",1,20813,"Gasoline",15
"Mercedes-Benz",2.2,43871,"Diesel",21
"VW - VolksWagen",1.6,38746,"Gasoline",10
"Ford",3.5,170392,"Gasoline",7
"Fiat",1.3,12109,"Gasoline",17
"Ford",3.9,42672,"Diesel",36
"VW - VolksWagen",1.6,9311,"Alcohol",25
"VW - VolksWagen",1.6,27639,"Gasoline",10
"Ford",2.5,130403,"Gasoline",6
"GM - Chevrolet",2.5,10392,"Gasoline",37
"Fiat",1.4,48019,"Gasoline",7
"VW - VolksWagen",2.8,34473,"Gasoline",18
"GM - Chevrolet",2,28325,"Gasoline",15
"Ford",2.2,212675,"Diesel",0
"VW - VolksWagen",1,35898,"Gasoline",10
"Ford",1,12204,"Gasoline",22
"Mercedes-Benz",1.8,62802,"Gasoline",13
"Mercedes-Benz",6,221360,"Gasoline",17
"VW - VolksWagen",1.6,11878,"Gasoline",27
"VW - VolksWagen",2,183274,"Gasoline",4
"VW - VolksWagen",2,208121,"Gasoline",5
"Mercedes-Benz",2.2,193020,"Diesel",3
"VW - VolksWagen",2,39350,"Gasoline",13
"VW - VolksWagen",1,41590,"Gasoline",7
"GM - Chevrolet",2,10406,"Gasoline",27
"Fiat",1.4,29087,"Gasoline",11
"Ford",2,7412,"Alcohol",28
"GM - Chevrolet",2.5,21737,"Diesel",25
"GM - Chevrolet",4.1,34842,"Gasoline",26
"VW - VolksWagen",1.6,19993,"Gasoline",17
"VW - VolksWagen",1.8,13761,"Gasoline",26
"Ford",1,46733,"Gasoline",6
"Ford",1.8,8087,"Gasoline",24
"VW - VolksWagen",1.8,28778,"Gasoline",17
"VW - VolksWagen",2,177975,"Diesel",4
"Mercedes-Benz",5,40633,"Gasoline",29
"GM - Chevrolet",2.4,60669,"Gasoline",12
"GM - Chevrolet",2.2,17006,"Gasoline",20
"Ford",4,8129,"Gasoline",32
"Ford",2.2,114589,"Diesel",8
"Mercedes-Benz",2.2,207833,"Diesel",3
"Fiat",1.8,52510,"Gasoline",8
"Fiat",1.4,28326,"Gasoline",15
"GM - Chevrolet",1.8,7616,"Alcohol",27
"Fiat",1.5,14188,"Alcohol",21
"Ford",3.9,45212,"Diesel",25
"Ford",2.3,36064,"Gasoline",16
"Ford",2.5,10496,"Gasoline",30
"Mercedes-Benz",2.2,235581,"Diesel",1
"Mercedes-Benz",6.2,545103,"Gasoline",12
"GM - Chevrolet",2.8,61876,"Diesel",17
"Fiat",1.6,46607,"Gasoline",8
"GM - Chevrolet",2,8213,"Gasoline",35
"Mercedes-Benz",6,239987,"Gasoline",17
"Ford",1,63028,"Gasoline",6
"VW - VolksWagen",1.6,32778,"Gasoline",12
"Ford",1.8,7452,"Gasoline",31
"Fiat",1.8,30190,"Gasoline",13
"Fiat",1.5,12248,"Alcohol",24
"Mercedes-Benz",6,167366,"Gasoline",20
"Mercedes-Benz",1.3,297756,"Gasoline",2
"Fiat",1.8,32934,"Gasoline",16
"Fiat",1.3,21633,"Gasoline",19
"Ford",2,126637,"Gasoline",6
"Ford",1.6,20514,"Gasoline",20
"Fiat",1.3,16702,"Gasoline",20
"Mercedes-Benz",2,354298,"Gasoline",4
"GM - Chevrolet",1.6,6653,"Gasoline",32
"VW - VolksWagen",2,150606,"Diesel",7
"VW - VolksWagen",2,8152,"Gasoline",35
"Fiat",1.8,68951,"Gasoline",7
"Ford",2,34738,"Gasoline",13
"Ford",1.6,10896,"Gasoline",29
"Fiat",1,22676,"Gasoline",12
"Mercedes-Benz",2.2,176760,"Diesel",3
"Ford",2.5,23835,"Diesel",24
"VW - VolksWagen",1.6,41481,"Gasoline",11
"GM - Chevrolet",2,30427,"Gasoline",15
"Fiat",1.8,43201,"Gasoline",10
"VW - VolksWagen",2,19797,"Gasoline",21
"VW - VolksWagen",2,27844,"Gasoline",20
"GM - Chevrolet",1,8499,"Gasoline",26
"Fiat",1.4,37267,"Gasoline",12
"Mercedes-Benz",3.2,65463,"Gasoline",19
"GM - Chevrolet",1,75065,"Gasoline",2
"GM - Chevrolet",1.6,3693,"Gasoline",37
"VW - VolksWagen",1.6,90216,"Gasoline",0
"Mercedes-Benz",6,277780,"Gasoline",16
"VW - VolksWagen",1,135453,"Gasoline",1
"Mercedes-Benz",2,528104,"Gasoline",1
"Fiat",1.5,11784,"Gasoline",23
"GM - Chevrolet",2,20023,"Gasoline",19
"Fiat",1.4,69979,"Gasoline",7
"Fiat",1.3,119902,"Gasoline",1
"Fiat",1.8,27455,"Gasoline",13
"Ford",2.5,97799,"Gasoline",5
"Mercedes-Benz",2.2,74459,"Diesel",14
"Fiat",1,13326,"Gasoline",22
"VW - VolksWagen",1.6,14229,"Gasoline",32
"Ford",3,55771,"Diesel",14
"Mercedes-Benz",2.2,145849,"Diesel",6
"Fiat",1.8,57990,"Gasoline",6
"VW - VolksWagen",1,70038,"Gasoline",5
"VW - VolksWagen",1.6,35672,"Gasoline",12
"VW - VolksWagen",1.6,9631,"Gasoline",24
"GM - Chevrolet",1.6,8831,"Gasoline",29
"Ford",3.9,132168,"Diesel",12
"Fiat",1.4,40219,"Gasoline",8
"Fiat",1.4,58276,"Gasoline",9
"Ford",1.6,7345,"Gasoline",29
"VW - VolksWagen",1,20880,"Gasoline",15
"Fiat",2.8,46215,"Diesel",16
"GM - Chevrolet",1,18344,"Gasoline",16
"VW - VolksWagen",1,25842,"Gasoline",14
"Fiat",1.4,49146,"Gasoline",9
"Fiat",2.4,21312,"Gasoline",19
"Mercedes-Benz",5.5,141784,"Gasoline",18
"Fiat",1.9,23792,"Gasoline",14
"Fiat",1,11349,"Gasoline",23
"GM - Chevrolet",1.2,108689,"Gasoline",3
"Ford",4,30187,"Gasoline",27
"Fiat",1.6,6236,"Gasoline",33
"VW - VolksWagen",1.8,6218,"Gasoline",32
"GM - Chevrolet",2,34483,"Gasoline",13
"VW - VolksWagen",1.6,40460,"Gasoline",9
"Fiat",1.8,29122,"Gasoline",17
"Ford",4,34125,"Gasoline",23
"Mercedes-Benz",2.2,194370,"Diesel",4
"GM - Chevrolet",1.8,21010,"Gasoline",17
"Fiat",1,16575,"Gasoline",16
